MARCA_COMERCIAL
Atectra SL
Atesalor Xtra 
Atol Trio
Atraer WG; Atradry Xtra; Atrapax Xtra; Atraking Xtra; Atrabest Xtra; Rezim Xtra; Rezina Xtra; 
Atraforce
Atramax
Atrasimex 500 SC
Atrazina 250 + Simazina 250 SC CCAB
Atrazina 500 SC Alamos; Atrazina 500 SC Crotect;
Atrazina 500 SC CCAB
Atrazina 500 SC Rainbow; Atrak; Atrabest; Atradry; Antera; 
Atrazina 900 WG Alamos; Atrazina 900 WG Crotect;
Atrazina 900 WG B2
Atrazina 900 WG Binnong; Atrazina 900 Somax
Atrazina 900 WG Eagrow
Atrazina 900 WG Fersol
Atrazina 900 WG Perterra
Atrazina 900 WG Solus
Atrazina Agro Import
Atrazina CCAB 500 SC
Atrazina Fersol 500 SC; Atraforce 500 SC;
Atrazina Max CHDS
Atrazina Max Nortox 
Atrazina Nortox 500 SC
Atrazina Nortox SC
Atrazina SD 500 SC
Atrazine 500 g/L SC
Atulamina 806 SL
Audace
Aura 200
Aurora
Aurora 400 EC; Coverge 400 EC; Platform 400 EC;
Australis
Avguron Extra SC
Axial
Axial EC
Azbany 
Azbany Maxx
Azteca
Azugro
BGT
BOUNDARY EC
Baguera
Bakti-Bio 480 SL
Baltic
Baris; GLIFOSATO 480 SL PERTERRA; Glifosato  480 SL Sino-Agri;
Barracuda 960 EC
Barus 300 WG
Barus 339 SC
Barus 700 WGÂ
Basagran 480
Basagran 600
Basamid
Bastnate
Batalha 240 SL
Bellum 480 SC
Bestar 280 SL
Bestar 500 SG
Biffo
Bimate SA
Biocosmo 480 SL
Biodata 200 SL
Biodyn 806 SL
Biopak 720 WG
Bispiribac Nortox
Bitmex 250 SL 
Bivack
Bleran 
Block
Bloqueo Mix WG
Bloqueo WG;  Atrast 900 WG; 
Blowout; Cleanover; Rapido; Limpio; Dicepto; Sluga; Heaton;
Bomber
Bonanza
Boral 500 SC; Capaz;
Boral Full
Boundary
Braddock SL
Braddock Ultra
Braddock WG
Brakima
Brasina TR 900
Brave
Brera 360 CS
Broker 750 WG
Bromex
Browser
Brucia
Buda
BugÃ£o 960 EC
Bunema 330 SL
Burner
Burntop
Butiron
Calaris
Calipen
Calipen SC
Callisto
Camp-D; Ferradura; Forty e Golp; Cutelo;
Campeon
Campestre 240 SL
Camposato 720 WG
Canal 806 SL 
Canion
Capaz 500 SC
Capote
Cardeal
Carfentrazona 400 EC UPL
Carfentrazone Nortox
Carimbo 360 CS; Pilarcloma;
Carimbo 500 EC
Carpidora
Cartago
Cartaz 500 SC
Castle
Cediarco
Celebrate
Centurion
Cervino Gold
Chaltu
Chaparral
Chapter
Cheval; Ultracheval;
Chopper Florestal
Chopper Florestal Ultra
Citune Xtra
Classic
Clean Spray
Cleandim 360 EC
Clefandim 240 EC
Clefandim 360 EC
Clefandim 480 EC
Clethodim R 240 EC B2
Clethodim R 240 EC Perterra
Cletodim 240 EC Agroimport
Cletodim 240 EC Brilliance
Cletodim 240 EC Proventis; Traspect;
Cletodim 240 EC Tecnomyl I
Cletodim 240 EC Tecnomyl II
Cletodim 240 EC Tecnomyl III
Cletodim 360 EC Brilliance
Cletodim CCAB 240 EC
Cletodim CHDS 240 EC 
Cletodim Crop 240 EC 
Cletodim H Nortox
Cletodim Nortox
Cletodim Oleum Nortox
Click
Click PRO; Zetiun; 
Climur
Clincher
Clipper Sinon; Climuron;
Clodinafope 240 EC Cropchem II 
Clomamax 
Clomanex 500 EC
Clomazone 360 CS Perterra
Clomazone 500 EC 
Clomazone 500 EC Agroimport
Clomazone 500 EC Nortox
Clomazone CCAB 500 EC II
Clomazone Nortox
Clomazone Nortox 360 CS
Clorim 
Clorimurom 250 WG Cropchem
Clorimurom Max Nortox
Clorimurom Nortox
Clorimurom S Nortox
Clorimuron 250 WG Rainbow; Soyamart Xtra; Yunnux Xtra;
Clorimuron CCAB 250 WG
Clorimuron Master Nortox
Clorimuron Prentiss
Clotip
Coact
Coliseo
Combine 500 SC; Spike 500 SC; 
Compass
Compert 240 EC
Compray Full
Compray; Clomaster; Raizon; Clomik; Gunter Pro 360; 
ConceptÂ®
ConfianteBR
Confidence
Connor
Conqueror
Conquest
Conscience
Contain
Contain 480
Converge
Convintro DUO
Cookie
Coral
CoriscoBR
CoronelBR
Cortador 806 SL
Crater
Crescendo
Creta
Cross Out; Maploato; Astute; 
Crossover
Crucial
Cruzaro 480 EC
Crylon
D-ray 806 SL
DK MAX
DK Plus; Canforce
DMA 806 BR
DORAI
DORAI MAX
Daga
Dakota Ultra
Damaxil
Danado
Davero
Decisive
Decorum; Aminespray; Cadma; Hedonal; Herbaking; 
Dedalo Elite
Deflexo
DemolidorBR
Dessecan
Dessicash
Dessicash 200 SL
Dexa WG
Dez
Dicamax LV
Dicamba 480 G/L SL Wynca
Dicamba 480 SL Yonon
Dicamba 700 WG Perterra
Dicamba Nortox
Dicash 480 SL 
Dicat 480 SL
Dicavel; Ditma; Dasaje;
Diclosulam Alta 840 WG
Diclosulam Nortox
Dicotil
Digrop 200 SL
Diha WG 
Dinamic; Dinamic 70 WDG; Xtron 700 WG Herbicide; Amitron 700 WG Herbicide; Dinamic 700 WG; Orion; 
Dinetyl
Diox
Diquash 200 SL
Diquat 200 SL Agroimport
Diquat 200 SL Perterra
Diquat 200 SL Yonon
Diquat CCAB 200 SL
Diquat Nortox
Diquat Nortox SL
Diquat Suno
Diquat Vanon 200 SL; Requat GP; Diquat Red Sun; 
Diquate 200 SL Alamos; Diquate 200 SL Crotect;
Diquate 200 SL Dezhou I
Diquate 200 SL Dezhou II
Diquate 200 SL Dezhou III
Diquate 200 SL Dezhou IV
Diquate LB 200 SL
Diquate Sumitomo 200 SL
Direx 500 SC
Disparo
DisparoUltra-S
Distant 480 SL
DistintoBR; Extense;
Diu-Gar 800
Diurex Agricur 500 SC
Diurex Agricur 800 SC
Diurex WG
Diurom 900 4Terra
Diuron 468 hexazinona 132 CCAB WG
Diuron 500 4Terra
Diuron 500 SC Proventis
Diuron 500 SC Rainbow
Diuron 800 NX
Diuron 800 WG Rainbow
Diuron CCAB 500 SC
Diuron Fersol 500 SC; Kamaitachi 500 SC;
Diuron Nortox
Diuron Nortox 500 SC
Dizone
Domani
Dominum
Dominum XT
DominumXT-S; StopperXT-S;
Dontor
Dontor Ultra 
Dorado
Draxx
Drible
Dropp Ultra SC
Dual Gold
Dual Gold 915 EC
Dublon SC
Dumper 
Duo
Duozina
Durance S; Seletio; Contriso; Conforz;
ET-Part
Eagle
Ecconik
Eddus
Eddus EC
Egan
Electro
Elevore
Elglysate 480 SL
Eliack
Eliminate 
Eliminate Ultra
Empiric
Enelan
Enelan 500 SC
Engenia
Enlist Colex-D
Enlist Crops Colex-D
Enlistduo Colex-D
Entoar; Sugaron; Teburon;
Entone
Envoke
Equinox
Equip Plus
Eraser
Ergatis
Esbrilha
Esbrilha Mixx; Snooker; Trikill; Novox;
Escala 480 SL
Esfinge
Esmero
Esplanade
Esplanade Optima
Exame
Exemplo
Exemplo LV
Exert 540 EC
Eximia; Asulox 400; Thunder;
Extrazin SC
Ezanya 
Fabian WG
Facca
Facero SC
Facet 
FaisÃ£o
Falcon
Famoso
Famoso BR
Farmozine
Fason
Ferreti EC
Fico
Field
Finale
Flail 480 SC;
Flex
Flexstar GT
Fluente
Flumi 500 Agrogill
Flumioxazim 500 SC Lier; Closmate;
Flumioxazin 480 SC Alamos; Flumioxazin 480 SC Crotect; 
Flumioxazin 480 SC Binnong
Flumioxazin 500 SC
Flumioxazin 800 WG Perterra
Flumioxazin CCAB 500 WP
Flumioxazin CHDS
Flumioxazin I Nortox
Flumioxazin Nortox
Flumioxazina 500 WP Cropchem
Flumisail 
Flumyzin 500 SC
Fluroxipir + Picloram Nortox
Fluroxipir + Triclopir Nortox
Fluroxipir 200 EC Perterra
Fluroxipir A Nortox
Fluroxipir Nortox
Fluroxipir Nortox 200 EC
Fluroxipir P Nortox
Flutox 750 WG
Folicap 250 SL
Fomesafem SL Albaugh 01
Fomesafen 250 SL Proventis; Ordinal 250 TM;
Fomesafen CCAB 250 SL
Fontfop
Forasteiro
Forcane
ForceUp SL
Forceup
Fordor Â® Flex
FortalezaBR
Fortan
Fortop Ametrina 800 WG
Fortop Atrazina 900 WG
Freno 240 EC; Luxor RA; 
Frente ME
Front 
Fullguard; Hampton 400 EC; Carfeni; Centria;
Fullmuron
Furaflag; Fesame; 
Fusiflex
Fusiflex 250
Fusilade
Fusta WG
GLIFOX 480 BR
GSP Morro
Galigan 240 EC
Gallant Max
Gallant R
Gallant Ultra
Galop M
Galopeiro
Gameover
Gamit
Gamit 360 CS
Gamit Star
Gamonium
Ganis 400 SC
Gapper
Gardomil
Gardoprim
Garlon 480 BR
Garrotebr; Renovio; 
Gazina 500 SC
Gempox; Tarbox; Chutix;
Genius WG
Gesagard 500 SC; Quoran;
Gesapax 500 Ciba-Geigy
Gesaprim 500 Ciba-Geigy
Gesaprim GrDa; Proof WG;
Gesazina Supermix
Giant
Gigante 360 CS
Ginete 212 SL
Glades 480 SL
Gladis
Gladium
Gli Ouro
Gli-Up 480 SL
Gli-Up 720 WG
Glicrush
Glif- All
Glifa 720 WG; Fortop Glifosato 720 WG; Xeque Mate WDG;
Glifocopa 480 SL
Glifocopa 720 WG
Glifomega 480 SL
Glifopartner Plus
Gliforce SL
Gliforce WG
Glifoready
Gliforte SG
Gliforte; Effex; Glister SP; Glifozap; Gliboa Forte;
Glifosal
Glifosal SAFE
Glifosato 480 Citromax
Glifosato 480 SL AgroImport
Glifosato 480 SL Alamos; Glifosato 480 SL Crotect; 
Glifosato 480 SL CCAB
Glifosato 480 SL Tecnomyl
Glifosato 72 WG Alamos; Glifosato 72 WG Crotect;
Glifosato 720 WG B2
Glifosato 720 WG Nortox
Glifosato 720 WG Perterra
Glifosato Alta 480 SL
Glifosato CCAB 620 SL
Glifosato CCAB 720 WG
Glifosato CCAB BR 
Glifosato CHD'S
Glifosato CHDS 720 WG 
Glifosato CHDS 720 WG II
Glifosato Farmway 480
Glifosato G 480 Helm
Glifosato IPA 480 Rainbow; Buena; Cosecha; Glyking;
Glifosato IPA 480 Sino-Agri
Glifosato K 660 SL Alamos; Glifosato K 660 SL Crotect;
Glifosato K Albaugh 02
Glifosato K Atanor
Glifosato Nortox
Glifosato Nortox 480 BR
Glifosato Nortox 480 SL
Glifosato Nortox SL
Glifosato Nortox Ultra
Glifosato Nortox WG
Glifosato SCB BR
Glifosato Solus WG
Glifosato Soma 480 SL
Glifosato Sumitomo 720 WG
Glifosato WG NGC
Glifosato Wynca 480 SL
Glifox HL
Glifox Max K
Glifox Turbo
Glifoxin
Glifoxin WG
Glifumax Turbo
Glifumax; Xeque Mate SG; 
Glimor
Glimor WG; Glifosato BRA WG;
Glint Full; Venture Max; Grammyx;
Glint; Gramilant; Toplox; 
Glister
Glister Off
Glixinan WG 
Glizmax
Glizmax Prime
Glucare; Aluzia; Bowbast; Glucarem; Gluforever; Ultitem;
Glucci
Glufair; Chef;
Glufe 200 Liben; Glufe 200 SL;
Glufim
Glufo 200 SL
Glufo Wynca 200 SL
Glufonium
Gluforce
Glufos Bestar
Glufos Bestar SL
Glufos Pro 880
Glufos SG 880
Glufos-WYN 880
Glufos-Wyn 200 SL; Silver SL;
Glufosinate 200 SL YNG
Glufosinate Yonon
Glufosinate-Ammonium 200 SL Yonon; Glufosinato 200 Agroimport; Glufosinato YNN 200 SL Perterra; Loyer SL; Clavengo; Glufosinato Amonio Tide Fortop; Jubaili HerbiForce;
Glufosinate-Ammonium 850 WG Yonon
Glufosinate-Ammonium Wood 200 SL
Glufosinate-ammonium 200 g/L SL
Glufosinato 200 SL
"Glufosinato 200 SL Alamos; Glufosinato 200 SL Crotect,;"
Glufosinato 200 SL B2
Glufosinato 200 SL CCAB
Glufosinato 200 SL Lier; EaseTilth;
Glufosinato 200 SL OF
Glufosinato 200 SL Perterra
Glufosinato CCAB 200 SL
Glufosinato Nortox
Glufosinato Nortox 880 SG
Glufosinato R 200 SL Perterra
Glufosinato Wynca SG
Glufosinato de AmÃ´nio 200 SL Agroimport
Glyphon
Glyphosh
Glyphosh 480 SL
Glyphosh SL
Glyphotal
Glyphotal TR
Glyphotal WG
Glysate 608 DMA; Vindic;
Glysate 608 PRO
Glysin-XA; Velik; Fortop Glifosato 540 SL;
Glyweed
Goal BR; Koltar 240 EC; 
Goltix
Gopan
Granada 200 SL
GrandeBR
Grandus WG
Grant
Grant WG
Grasidim Full
Grasidim Plus
Grasidim; Simodin; Clemos; Efordim; Cortain; Beliten; Chlodim; 
Graslan 100 Peletizado
Gravo 200 EC
Greener
Greenfosato
Grifo; Nicopec; 
Grizzli
Ground Shield 48% SC; Soyacare; 
Grover
Guardforce
Guardforce WG
Guerra 200 SL
Gulliver
Gumi
Gunter
Gunter Pro
HDB 239A
HDB 239B
HDB 259
HDB 259A
HDB 259B
"Haloxifop CCAB 124,7 EC"
Haloxifop Nortox
"Haloxifop-MetÃ­lico 124,7 EC Tecnomyl I"
"Haloxifop-MetÃ­lico 124,7 EC Tecnomyl II"
Haloxifop-P-MetÃ­lico 125 EC Agroimport
"Haloxyfop 124,7 EC UPL"
Hampton
HanzÃ´
Harness Plus
Hathor 400 EC
Heat; Veltrona; Celeris;
Heda WG
Helmoquat; Freyr;
Helva
Herbi D-480
Herbimax 806 SL
Herbimix SC
Herbimix WG
Herbipak 500 BR
Herbipropanin
Herbipropanin 450 EC
Herbisol 200 SL
Herbitrin 500 BR
Herburon 500 BR
Herburon WG 
Herbzina
Herbzina Plus
Hereu
Herfast
Hermax
Hermost
Hex-Diron 600 WG 
Hexa 750 WG
Hexapax Super; Hexpray; Hextro; 
Hexaron
Hexaron WG
Hexazinona - D Nortox
Hexazinona 750 WG Cropchem
Hexazinona 750 WG Perterra
Hexazinona DT Nortox; Tricana Nortox;
Hexazinona Nortox
Hexazinona-T Nortox
Hexazinone 750 Sino-Agri
Hexazinone AGCN
Hexazuron; Hexazinona + Diurom Agroimport;
Hexicana
Hipertrina
Honizyn
Hosanna 
Hugecane
Hummer
Hussar
Imazaduo
Imazapique I Nortox
Imazaquim Ultra Nortox
Imazet 70 WG
Imazetapir 700 WG Perterra
Imazetapir CCAB 106 SL
Imazetapir Nortox
Imazetapir Plus Nortox
Imazetapir Prentiss; Imazetapir 106 SL;
Initiate
Innovare
Interllect
Intevus
Intrisic
Invernada
Invest
InÃ©dito
Irado 800 WG
Isoxaflutol Florestal Nortox
Isoxaflutol Nortox
Isoxaflutole 750 WG UPL BR
Isoxaflutole 750 g/Kg WG 
JacarÃ©
Jaffa
Jaguar
JaguarUltra-S; PanoramicUltra-S;
Jornada HL
Joya 
Jumbo BR
Jump
Juvix
Juvix BR
K-Zon
Kaiju 480 SL
Kairos
Kaivana
Kamaitachi 800 WG
Kamex 900 WG 
KandÃ­
Kaner 800 WG
Kankan EC Max
Karmex 800
Kashmir
Katana
Kelion 50 WG
Kelper 400 SC
Kennox
Kenzo 700 WG
Kick-Off 480 SL
Kicker
Kicker Sup
Kifix
Kovan 240 EC
Kraken 240 EC
Krismat WG
Kroll
Krost 806 SL
Krovar
Krugar 250 SL
Kyojin
Kyron 40 SC
Kyron 750 WG
LOT 720 WG
Lacano 200 SL
Lactofem 240 EC Agrilean
Lactofem 240 EC Jotew
Lactofem 240 EC SNB
Lactofen Sumitomo 240 EC
Lamper 480 SC
Lancet
Laredo
Lava
Lava 800
Lavra
Leale SC
LegumeForce 70 WG
Leme 960 EC 
Leone
Leopard
Libeccio 360 CS
Libertador 500 SC
Liberty
Lifeline-SYNC
Lifter
Liminar 500 SC
Limpa
Limudown SL
Limuglufo; Jubaili Power Force;
Limutole WG
Limuzato
Limuzina SC; Jubaili AtraCare;
Limuzina WG
Limuzona; Jubaili ClomaForce
Lince BR
Lince WG
Linear
Linurex Agricur 500 WP
Listar
Listo
Longar 480 EC
Lord
Loyant
Loyer 200 TM
Lubaquat 200 SL; Shenlong; 
Lucens
Lumica
Luxor
MAGIT
MSMA 720
Macroquat 200 SL
Mademato
Madison
Magister
Magneto SC
MagnusBR
Maizeforce
Malle 250 SL (Alt); Malle;
Marte
Mastertriona
Mateno PrÃ©
Mateno PÃ³s
Matero
Mattor; Zador;
Mauser 500 SC
Maxazin 500 WG II
Maxazona 360 CS; Jubaili ClomaCare; 
Maxclom 500 EC
Maxizato
Maxsulfen 750 WG; Jubaili Sulfenforce; 
Maxulfen 500 SC
Maxunitech 500 SC
Maxuquick 400 EC
Maxutol 750 WG
Mayoral
Mayoral SL
MegaBR
Megatraz
Megatrina
Melody WG
Meristo
Meso Up
Mesoforce; Listo 480 SC; 
Meson 480 SC
Meson Duo
Mesopec
Mesosure
Mesotriona Ascenza SC
Mesotriona CCAB 480 SC
Mesotriona Cana Nortox
Mesotriona Nortox 
Mesotrione 480 SC Proventis
Mesozine Xtra; Tamedon Plus; Calimax CHD'S; Indomix;
Mester 480 SC
Mestrong
Metagan
Metolox 96 EC 
Metraro; Lautus; Aceiro; Durax;
Metribuzim 480 SC A
Metribuzim 480 SC Agroimport 
Metribuzim 480 SC B
Metribuzim 480 SC C
Metribuzim Nortox
Metribuzin Tide 480 SC
Metrimex 500 SC
Metrimil 48% SC
Metsulfuron MetÃ­lico 600
Metsulfuron Nortox
Metsuram 600 WG
Metz
Mighty
Mil FH 0602/13
Milha; Derrete; Metsulfurom Ultra;
Minos Caps 360 CS
Mirage
Mirant
Mirato
Missil
Missil Ultra
Miura EC
Mojjave
"Mol 2,4D 806 SL; Mol 2,4-D 806 SL; 2,4-D CROP BR;"
MourÃ£oBR
Mpower Glifosato 480 SL
Muferox
NKF 144
NUF150F300
Naja
Nateprosp; DicambaForce;
Navigator
Navius
Navius BR
Navoli; Navoli II; Navoli III
Nepso
Nico
Nicossulfurom 40 Sino-Agri
Nicossulfurom Ascenza
Nicossulfuron 40 OD Trustchem
Nicosulfuron AGCN
Nicosulfuron Nortox 40 SC
Nicosulfuron Nortox 750 WG
Nisshin
Nisshin 40 SC
Nominee 400 SC
Nongrass
Norton; Destroyer Nortox; Destroyer;
Nostri
Nuf105F400
Nuf105F500
Nuf150F200
Nuf150F400
Nufosate
Nufuron; Ticrus;
Nuvirox
Off Road
Offer 200 SL
Olasoja 500 SC; Ground Shield; Magma 500 SC; Flumioxazin 500 SC Eagrow; Flumioxazina 500 SC Eagrow; Jubaili SoyaCare;
Olasoja SC
Olasul 500 SC; Sulfenprime; Sulfentrazona 500 SC Eagrow;
Olasul 750 WG 
Olasul WG
Olatazon
Olatazon 400 EC; Hampton EC; Sikker; Purato; Bifor CHDS; Carfentrazona 400 EC Eagrow; Jubaili Carfenforce;
Olea
Only
Optibex; Glufosinato 880 SG NGC
Optill 
Oris
Osbar 500 WP; Cuers; Arrival; BastiÃ£; 
Osbar Duo
Outliner
PETREN
Pacto
Padron
Paicer WG
PalaceUltra-S
Palanque
Palmero; Karmat;
Pampa; Nobreza;
Panga 900 WG
Panoramic
Panoramic HL
Panther 120 EC
Panzer 250 WDG
Panzer Duo WG 
Panzer Max 750 WG
Parcero 240 EC
Partner 840 WG; Terra 840 WG; 
Pastejo
Pastor; Zapar;
Patrol SL
Patrulha
Paxeo
Payload
Pendulum Aqua
Perflan
Pergam
PeÃ£o 200 EC
Phenom
Piclo D
Picloram 240 SL Yonon
Picloram Cana Nortox
Picloram Nortox; Picloram Nortox C;
Picloram Yonon; Alasca Cropchem;
Picloran CCAB 240 SL
PilarPoint
Pilargold 
Pilarico
Pilarsato
Pilot
Pique 240 SL
Pistol
Pistol 106 SL
Pistol HL
Planador
PlanadorXT-S 
Plateau
Platform
Platon
Playplus WG
Pledge SC
Pocco 480 SL; Gli Pasto; 
Podium EW
PonteiroBR
Poquer
Posmil
Potensato
Potomac
Pre-Force
Preciso WG
Preciso XK
Predecessor
Prefer
Premerlin 600 EC; Premerge
Pren-D 806
Pressure 880 SG
Prestige
Prestige Plus
Prevent Gold
Pri-Mordial
Primatop SC
Primestra Gold
PrimÃ³leo
Pro-Pic 720 WG
Procampo
Proeza 480 EC
Proeza Duo
Profit
Prompt
Proof
Proteno
Proterra 200 SL
Provence 750 WG
Provence 750 WG A
Provence Duo
Provence Total
Provisia 50 EC
Prowl H2O
Punto
Pyrox
Pyta
Quallis
Quaty
Querca 40 SC
Radiant 100; Resource;
Radon
Rainior
Rainvel
Rainvel Xtra
Raio
Raisor
Raja
Rajer 
Raker
Raker Top; Jupi; Ashitaka;
Ralbuzin 480 SC
Rancho
Randell 648 SL
Raprus
Rapsode
Raptor 70 DG
Rascal 
Raster
Rateio 200 SL; Tocha-D; Makouba DQ; Diquat 200 Agroimport; Diquat YNN 200 SL Perterra; Atrivo SL; Jubaili ParaeCare; Helmoquat SL;
Rayo
Reator 360 CS; Trovati 360 CS;
Redfire 
Reglone; Diquat S Nortox; 
Rejuvra
Relicta
Requat
Respector
Rexa 750 WG
Ricepal
Ricer
Ridover; Corvus Xtra; Embate Xtra; Eduodz;
Ridown Full; Desseri; Tromba;
Ritmo
Road Four Amine 806 SL
Ronstar 250 BR; Germano;
Roundup Original 
Roundup Original DI
Roundup Original Mais
Roundup Transorb B
Roundup Transorb R
Roundup Transorb Top
Roundup Ultra
Roundup WG
Roundup Xtend
Roundup Xtendicam
Rubila 500 WG
Runner
Rustler RHS
RÃ©dea 700 WG
S-Metolachlor 960 EC Binnong
S-Metolachlor 960 g/L EC
S-Metolachlor CCAB 960 EC
S-Metolaclor 960 EC B2
S-Metolaclor 960 EC Perterra
S-Metolaclor 960 EC Proventis; Methos 960 TM;
S-Metolaclor R 960 EC Perterra
S-Metolacloro Nortox 
S-metolachlor Agrogill 960 EC
SCLA 330402
Saffra 700 WG
Sakhar 750 WG
Sanson 40 SC
Sanson AZ
Sapek 200 SL
Sapek Max
Sato 648
Saudaris
Scirocco 360 CS
Scorpion
Scout
Sector
Seculo
Sedum
Select 240 EC
Select Force
Select One Pack
Seletrina
Selezione Nortox
Sempra
Sencor 480
Senha SL
Senha WG
Senior WG
Sensus
Sequence
Shahadur WG
Shift
Silver SG; Blackout TR; 
Silverado
Simatop Rainbow
Simazina 500 SC Rainbow
Sinerge EC
Sinfonat
Sino-Quick Glifosato 720
Siptran
Siptran 500 SC
Siptroil
Sirius 250 SC
Sirtaki 360 CS; Zelig CS; Eagle 360 CS;
Sirtaki 500 EC
Sirtaki Gold
Sniper Prime
Sniper; Hercules;
Soberan; Terex; Habil;
Soccer SC
Solara 500
Soldier
Solusol Extra
Sonda
Sonda HT
Sonutrir
Soyaclean Xtra
Soyaclean; Dinozeta; Puzate; Mazeta;
Soyaforce
Soyaguard
Spada WG
Spider 840 WG
Spike
Spotlight
Spraykill
Staff
Stam 480
Stam 800 WG
Staple 280 CS
Starane 200
Starice
Station 240 SL
Stelvio 360 CS
Stinger WG
Stone
Stopper
Strike
Sufence
Sugarina 
Sulban
Sulfentrazone 500 SC Perterra 
Sulfentrazone 500 SC Proventis
Sulfentrazone CCAB 500 SC
Sulfentrazone Nortox
Sumimax AMT
Sumisoya 500 SC
Sumyzin 500 SC; Ninja; Andromeda; Ostent; Sargent; Tarija;
SumÃ´
Sun-Diuron 800 WG
Sunaim
Sungain Plus; Flumiozet; Detonix; Parelha; Saru;
Sungain Xtra; Magma 800 WG; Fluzin; Impede; Facilit; Fluxi 800; 
Sunpax
Sunphosate 757 WG 
Sunphosate Premier; Braddock K;
Sunward
Sunzone
Super Suppress
Supermix
Sureguard
Surpass
Surrena; Setazone; Sunwise; Tritone;
Tacoma 200 SL
Targa 50 EC
Targa Max
Targa Max HT
Tarkan
Teardown
Tebutiuron 800 WG Perterra
Tebutiuron CCAB 500 SC
Tebutiuron Nortox
Tecanoa
Tecnup
Tecnup Max 720 WG
Tecnup Premium 
Tecnup Super 608
Temicab Xtra; Chapon Plus; Wrangler;
Tempest E
Templo
Tenace
Teralis
Terbumax; Avati; Terbutilazina Nortox 900 WG;
Terbutilazina Oxon 500 SC I
Terbutilazina Oxon 500 SC II
Terrad'or 339 SC
Terzzo/Doko/Memphis
Tesla 750 WG
Texaro
Texas; Alabama; Capterra;
Thanos 
Tibet; Nuevo;
Tidil 
Timber 500 SC
Titulo
Toco
Token
Topatudo
Topgan
Topgan 150
Topgan WG
Topik 240 EC
Topinam; Baihta;
Topquat
Topquat Suno
Torban Plus; Kaboclo; Limpeza; Canchim Plus; 
Torban; Canchim; 
Tordon
Tordon HL
Tordon XT
TordonUltra-S
Totalcorn
Touchdown
Tracking 720 WG
Tranvel
Traxos
Tremor
Tricea
Triclomax
Triclon; Forst; 
Triclopir 480 EC Globachem
Triclopir 480 EC Maxunitech
Triclopir 667 EC B2
Triclopir 667 EC Perterra
Triclopir CCAB 480 EC
Triclopir F Nortox
Triclopir Nortox
Triclopir Nortox EC
Triclopir R 480 EC Perterra
Triclopir Tide 480 EC; Trind; 
Triclopyr 480 EC Lier; Plano; BushAxe;
Triclopyr 480 Volagro
Triclopyr-Butotyl 667 Sino-Agri
Trifloxissulfuron CCAB 750 WG
Trifluralina
Trifluralina H Nortox
Trifluralina Nortox
Trifluralina Nortox Gold
Trifoxussulfurom 750 WG Tecnomyl
Troller
Tronador
TronadorUltra-S
Tronx
Trop
Trop Max
Trop Milenia
Tropero
Trophy
Trovati
Trueno XT
TruenoXT-S 
