MARCA_COMERCIAL
ADA FI 0021/15
APSML
AUG 106
AUG 134
Aba 400 WG Nortox
Abaday
Abadin 72 EC
Abamectin 72 EC Nortox
Abamectin CCAB 18 EC II
Abamectin Nortox
Abamectin Nortox 400 WG 
Abamectin Nortox 72 EC
Abamectin Prentiss
Abamex
Abamex Maxx
Able
Acam 200 SP 
Acanein 18 EC
Acarigen
Acarigen 84 SC
Acarit
Acarit EC
Accurate Plus
Accurate S
Acebeats 750 SP; Acecopa 750 SP; AceElimina; 
Acedemar; Shacal;
Acefato CCAB 750 SP
Acefato CCAB 950 SG
Acefato CCAB 970 SG
Acefato Fersol 750 SP; Arcanjo 750 ZS; 
Acefato Max Nortox
Acefato Nortox
Acefato Sumitomo 750 SP
Acegol; Acertamax CHDS; Sandal Max TM;
Acehero
Acemip; Estralis;
Acephate 90 SP Agrogill
Acephate 97% SG GSP
Acephate 97% SG GSP II
Acera
Aceta
Aceta+Bif B2
Acetamiprid 250 g/kg + Bifenthrin 250g/kg WG; Trabuco WG; Cripta TR; 
Acetamiprid CCAB 200 SP
Acetamiprid CCAB 200 SP II
Acetamiprid Nortox
Acetamiprid Nortox 200 SP
Acetamiprid Synwill
Acetamiprido SC Albaugh 01
Acetide
Aceway; Flame WG; Saggio; Indotop;
Acomple
Acrux 750 SP
Actara 250 WG; Nirvana; 
Actara 750 SG
Actellic 500 EC
Actelliclambda
Adage 350 FS
Adante Xtra
Adm.03504.I.1.B
Adver 240 SC 
Afiado; Proud;
AfincoBR
Agata
Agbti
Agefix
Aggressor
Agnexmmon Pro
Agree
Agritoato 400
AgritÃ©sia
Agro-Oil
Agroneem
Agrosban
Agrothio 800
Akito
Albatross
Albatross 800 WG
Alea
Aleris; Blinquer Bio; Mutari; KentÃ´ Beauveria Pro; Beauzone;
Alfa Super 100 EC
Alfasect 100 EC
Alika; Terminate Nortox;
Alon; Buffon; Zarpal; 
Alpes 970 SG
Alsip 100 EC
Altacor
Altacor WG
Altima
Alvofix 
Alvofix I
Ametista
Ampligo
Ampligo Pro
Ankara 350 SC
Ankor
Apaleo; Verso; Maplee; Majestuoso; Octagon; Pequim 1000 EC; Storeforce;
Appalus 200 SC
Applaud 250
Aptika 
Aptur-PF
Apure 500 WG 
Aquila - Cancelado
Aradya
Arcade
Arcar
Arceus
Argenfrut RV
Ariete; Lucro;
Arlequin; Arlequin 240 SC; Metoxifenozida Oxon 240 SC; Metoxifenozida Oxon 240 SC I; Metoxifenozida Oxon 240 SC II; Metoxifenozida Oxon 240 SC III
Armatto
Armigen
Arpo 800 WG
Asafat SG 5
Asafat SG 6
Asafat SG 7
Asataf 750 SP
Aslan SL
Assaris
Assertive; Duotrix;
Atabron 50 EC
Atabron Ultra
Atexzo ANT-F
Atinge
Atom
Atrevido
Attinix
Augory
Auin
Auin CE
Auin Ce-A; Vitanica Bug Protect; Biogreat; Goveria; 
Auin WP
AutÃªnticoBR
Avatar
Avatar Evo
Avicta 500 FS
Avicta 500 FS Pro
Avner 500 SC
Azact CE
Azamax
Azure
"BB-Protec, Beauvisan"
BF0724
BIF2023-02
BMS MAX; movB; SB Bometrol Fresh;
BPT-02; Beba
BPT-03; Mean
BT Protection 
BT-Turbo Max; BT-Guard; BT-Turbo; Power BAC BT; 
BTControl
BTP 0159-21 AC
BTP 0159-21AB
BTP 066-20 SC
BTP 066-20 SC-AB
BTP 066-20A SC
BTP 066-20AC SC
BTP 068-20SC-AB
BTP 076-20
BTP 077-20
BTP 078-20
BTP 152-21
BTP 152-21A
BTP 152-21B
BTP 156-21A
BTP 156-21B
BTP 169-21 EW (Alt); Basilex;
BTP 169-21A EW
BTP 400-21
BVR Lewis
Bac Control Max EC
Bac-Control Max WP
Bac-Control WP
Bacillus Thuringiensis Bom Futuro
Bacmix BTKSC
Baculomip-SF; Spinix; BioCash; Baculoshock; Devorador SF; Vitales Gratto Frugi; Sigrid; BiosixxÂ®; Intruder;
Baculonat SF
Baculovirus Soja WP
Baikal
Bakana 400 SC
Balazo
BallvÃ©ria; Rizoveria Bio Inseticida; BoveNext; Bionova Sanus Bove;
Baluarte
BarÃ£o
Bassi Control
Batent
Battus
Batuk; Kubera; 
Bazuka 216 SL
Beau 
Beauve 100; Titanium Bove; BioCAZ Beauveria;
Beauve Protection; RizovÃ©ria; 
BeauveControl
BeauveOuro
Beauvecontrol Extreme
Beauvel
Beauveria Bom Futuro
Beauveria JCO
Beauveria Leven 03 WP
Beauveria Leven L01 WP
Beauveria Oligos WP 
Bedane
Beleaf
Bellacotesia Controle BiolÃ³gico
Bellavi
Belt
Belt Smart
Belure
Bemiex
Bemitrix WG
Benevia
Benevia OD
BequeBR
Bestphos; Arjun Super;
Betha
Betk-03
Bettus Org; Vitales Gratto Turi; BT-Ouro; BT TOP;
Beva 
Bezem; Sabath;
Biagro Attak
Biagro Cana 
Biagro Cristalles
Biagro Impacto
Biagro Pasto
Bif2023-01
Bifenmax.
Bifentril
Bifentrina 100 EC CropChem
Bifentrina 100 EC Nortox
Bifentrina A BRX
Bifentrina A Nortox
Bifentrina CCAB 100 EC
Bifentrina Nortox
Biflex Treebags
Bifmax HT
Bingo 250 FS 
Bingo 800 WG
Bio Centules
Bio Phygga
BioBVB
BioBac T
BioBassi
BioCAZ MA01
BioMB
BioMTZ
Bioatena
Biobev; Cropbio BioVeria; SumÃ©rio MTP
Biobrev Full
Biocaz Control
Biocorym; Vivus Control; CordyWin;
Biodeixis
Bioexos
"Bioexos Plus (0,3% Neem Oil)"
Biofoll Duo; Cropbio Biokiller; BIOTOP DUO; INSECTA BM; Bowe;
Biofoll; Biotop; Insectatrio; Tropabio; 
Bioin-Longicau-D
Bioin-Podisi-T
Bioisa; Bioagross Arara;
Biokato; Bioddam; 
Bioking
Bioking 240 SC
Biomatch JCO 
Biometa
Biometatril
Biometha GR Plus
Bionature BM
Bionix
Bioolimpo; BiologiC Bravia;
Biorhizium GR
Biorhizium WP
Biosave
Bioscap 
Bioscap Liq; Bioagross CuriÃ³;
Biosparta
Biossela
Bioturim
Bioveria WP
BiovÃ©ro; Beauveria MCP; Bravo BB; Bossbassi; BV Bassi; Beauveria ErÃ¢nia;
Bistar 100 EC; Brigade; 
Bitrin 100 EC
Blade
Blanes 240 SC
Boiadeiro 250 FS
Boksia 300 WG
Bold; Decision;
Bombeiro Max
Bometil; Biotrinsic Metbov;
Bonvero
Bordalo
Bordalo PRO
Borneo
Botanigard WP
Bouveriz WP Biocontrol; Bovemill;
BovCombat
BovCombat Max
Bovax
Bove-Meta Bom Futuro
Bovebio
Bovebiol
"Bovec, Bonamax, Bovenox, Bonelax, Bovesan, Bonacel, Bonagol"
Bovecoop 
Bovecoop SC
"Bovefort, MulcrÃ³p, Ativis, Atria, Beaufarm, Beau-gri"
Bovemax EC
Bovemip
Boven; Questbeauve; BS Guard; Bouver; Beauguard; Bioskoupa; Banton;
Bovenat
Boveria-Turbo; BoveVale; Beauvebio; Brandt FlyShield; Accionfungi Boveria; SKHunter; 
Boveril Evo
Boveril WP PL63
Boveryd
Boveryd FR 25
Boveta 
Bovettus Org; Vitales Gratto Bovers; Beautop; 
BovÃ©ria-Guard
BovÃ©ria-Turbo SC; BassMax; Bio-Bass;
Box 50 EC
Brandt#66
Branil 250 FS 
Branil 800 WG; Fipronil P 800 WG Perterra;
BrasÃ£o
Braver
Bravo
Brigada EC
Brigade 100 EC
BrilhanteBR
Brit
Briva
Bromex
Brutus
BtFert; Cropbio BioThur;
Btel
Btkill JCO 
Buccula
Buick
Bulldock 125 SC
Bv-Bio SC
Bv-Bio WP
BÃ³veria-Turbo WP; Biotrinsic Beauveria WP; Bovevale WP; BÃ³veria-Guard WP;
CERNIS
CaburÃ©
Calezar; 
Calypso
Calypso Ultra
Canabovebio
CanindÃ©
Capataz
Capsialil
Captor
Capture 100 EC
Capture 400 EC; Talstar 400; Bistar 400; Brigade 400; 
Carbine 500 WG
Carnadine
Cartap BR 500
Cartarys
CartuchoVIT
Cartugen
Cartugen Max
Cascade
Cattar
Cavalry 200 SP
Cefanol Gold
Cefanol; Acefato 750 Tide; Socker 750; Socker SP; 
Cekat
Celphos Tablet
Celtic; B-Shield; 
Centric
CenÃ¡rio 100 EC
Certero
Challenger
Chancella
Charge 
Chaser EC
Chaser EW
Checkill 800 WG
Chefer 700 WG
Chess 500 WG
Chettak
Chettak Gold
Chiave Sup
Chlorfenapyr 240 SC Yonon; Adver 240 TM;
Chlorguard
Chlorocil
Chloromo 480 EC
Chlorpyrifos Agrogill 480 EC
Chlorsab 480 EC
Chrysogen
Chrysogen CCAB
Chust 250 CS
Ciclone
Cierto 100 GR
CifrÃ£o
Cigaral
Cigaral 600 FS
Cigaral WG
Cignus
Cipermetrin 250 EC CCAB
Cipermetrina  Nortox
Cipermetrina 250 EC
Cipermetrina 250 EC CCAB
Cipermetrina EC Prentiss
Cipermetrina Nortox 250 EC
Cisha 250 EC
CitroagrÃ­cola
Clofos 480 EC
Clopanto; Nanofos; Rainifos; Teminator;
Clorantraniliprole Nortox
Clorantraniliprole Nortox 400 SC
Clorfenapir 240 SC Cropchem
Clorfenapir CCAB 240 SC
Clorfenapir Nortox
Clormax 480 EC
Clorpiri 480 EC
Clorpirifos Sabero 480 EC
ClorpirifÃ³s 48 EC Gharda
ClorpirifÃ³s 480 EC Luba; Klopfen
ClorpirifÃ³s Fersol 480 EC
ClorpirifÃ³s Nortox EC
ClorpirifÃ³s Poland 480 EC
Closer 
